0.008345603942871094, 59319,
0.011665582656860352, 59311,
0.01239323616027832, 59309,
0.013081789016723633, 59313,
0.014192819595336914, 59307,
0.007848739624023438, 59323,
0.01756906509399414, 59317,
0.019248485565185547, 59315,
0.016371488571166992, 59321,
0.005690097808837891, 59333,
0.004544973373413086, 59338,
0.004665851593017578, 59341,
0.004747867584228516, 59344,
0.00545501708984375, 59346,
0.007012844085693359, 59349,
0.006957530975341797, 59353,
0.007233381271362305, 59358,
0.00850367546081543, 59355,
0.004955291748046875, 59363,
0.0051615238189697266, 59365,
0.0046651363372802734, 60369,
0.0063970088958740234, 60367,
0.008922815322875977, 60371,
0.006491899490356445, 60373,
0.005696296691894531, 60377,
0.0050318241119384766, 60381,
0.003545045852661133, 60386,
0.005122661590576172, 60383,
0.004453420639038086, 60393,
0.005728244781494141, 60389,
0.005069255828857422, 60395,
0.005190610885620117, 60399,
0.0054895877838134766, 60402,
0.004904985427856445, 60407,
0.006488323211669922, 60404,
0.005850553512573242, 60410,
0.008470773696899414, 60414,
0.007088661193847656, 60416,
0.0045773983001708984, 60419,
0.004464387893676758, 60423,
